time="2026-03-12T01:03:21Z" level=warning msg="The \"OPENCLAW_ADMIN_PASSWORD\" variable is not set. Defaulting to a blank string."
grafana-1  | 2026-03-12T01:03:13.231791375Z logger=auth t=2026-03-12T01:03:13.231652745Z level=debug msg="Starting cleanup of external sessions"
grafana-1  | 2026-03-12T01:06:43.104115836Z logger=infra.lockservice t=2026-03-12T01:06:43.102684161Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:06:43.104152370Z logger=dashboard-service t=2026-03-12T01:06:43.103379042Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:06:43.104157414Z logger=dashboard-service t=2026-03-12T01:06:43.103476625Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:06:43.106541903Z logger=infra.kvstore.sql t=2026-03-12T01:06:43.104631711Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:06:43.106562035Z logger=dashboard-service t=2026-03-12T01:06:43.104764433Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:06:43.106566637Z logger=grafana-apiserver t=2026-03-12T01:06:43.106136928Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:06:43.119041189Z logger=grafana-apiserver t=2026-03-12T01:06:43.110551606Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:06:43.390632360Z logger=grafana-apiserver t=2026-03-12T01:06:43.383045971Z level=debug msg=Response status="200 OK" milliseconds=274
grafana-1  | 2026-03-12T01:06:43.390665207Z logger=grafana-apiserver t=2026-03-12T01:06:43.384051623Z level=debug msg=HTTP verb=LIST URI= latency=273.774098ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=651ffc7c-535a-4fe3-9f2b-90946e54dbb6 srcIP= resp=200
grafana-1  | 2026-03-12T01:06:43.390670495Z logger=dashboard-service t=2026-03-12T01:06:43.384629412Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:06:43.390674105Z logger=infra.lockservice t=2026-03-12T01:06:43.384721776Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=282.043226ms
grafana-1  | 2026-03-12T01:06:43.390677991Z logger=infra.lockservice t=2026-03-12T01:06:43.384755878Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=306.679394ms
grafana-1  | 2026-03-12T01:06:50.024117515Z logger=ngalert.scheduler t=2026-03-12T01:06:50.021038947Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:07:00.012594549Z logger=ngalert.scheduler t=2026-03-12T01:07:00.002635796Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:07:10.161923057Z logger=ngalert.scheduler t=2026-03-12T01:07:10.15524185Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:07:13.046758288Z logger=infra.lockservice t=2026-03-12T01:07:13.04515598Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:07:13.059886862Z logger=ssosettings.service t=2026-03-12T01:07:13.053453832Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:07:13.059911349Z logger=infra.lockservice t=2026-03-12T01:07:13.054649285Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:07:13.059916850Z logger=dashboard-service t=2026-03-12T01:07:13.055193125Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:07:13.059922044Z logger=dashboard-service t=2026-03-12T01:07:13.055235517Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:07:13.059926883Z logger=infra.kvstore.sql t=2026-03-12T01:07:13.056280862Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:07:13.059938668Z logger=dashboard-service t=2026-03-12T01:07:13.056374617Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:07:13.059943188Z logger=grafana-apiserver t=2026-03-12T01:07:13.057875807Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:07:13.096462997Z logger=ssosettings.service t=2026-03-12T01:07:13.065829344Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:07:13.096484343Z logger=ssosettings.service t=2026-03-12T01:07:13.065917186Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:07:13.096488921Z logger=ssosettings.service t=2026-03-12T01:07:13.065936737Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:07:13.096492827Z logger=ssosettings.service t=2026-03-12T01:07:13.065953266Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:07:13.096496757Z logger=ssosettings.service t=2026-03-12T01:07:13.065973033Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:07:13.096981690Z logger=ssosettings.service t=2026-03-12T01:07:13.065988678Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:07:13.096995204Z logger=ssosettings.service t=2026-03-12T01:07:13.066015577Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:07:13.096999037Z logger=ssosettings.service t=2026-03-12T01:07:13.066055889Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:07:13.147437907Z logger=secrets t=2026-03-12T01:07:13.146944462Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:07:13.147473975Z logger=secrets t=2026-03-12T01:07:13.146993308Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:07:13.147479571Z logger=grafana-apiserver t=2026-03-12T01:07:13.147109947Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:07:13.310982793Z logger=ngalert.sender.router t=2026-03-12T01:07:13.166198229Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:07:13.311004498Z logger=ngalert.sender.router t=2026-03-12T01:07:13.16669606Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:07:13.311008871Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:07:13.180896066Z level=debug msg="Synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:07:13.311012784Z logger=ngalert.notifier component=alertmanager orgID=1 t=2026-03-12T01:07:13.203403897Z level=debug msg="Config hasn't changed, skipping configuration sync."
grafana-1  | 2026-03-12T01:07:13.311023746Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:07:13.214377552Z level=debug msg="Done synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:07:13.453798788Z logger=grafana-apiserver t=2026-03-12T01:07:13.445607658Z level=debug msg=HTTP verb=LIST URI= latency=384.943109ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=9b9df319-3c88-4b62-a87c-60eb43bd7fe1 srcIP= resp=200
grafana-1  | 2026-03-12T01:07:13.453823364Z logger=grafana-apiserver t=2026-03-12T01:07:13.445815381Z level=debug msg=Response status="200 OK" milliseconds=386
grafana-1  | 2026-03-12T01:07:13.453827089Z logger=dashboard-service t=2026-03-12T01:07:13.44935946Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:07:13.453830600Z logger=infra.lockservice t=2026-03-12T01:07:13.449428894Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=394.774167ms
grafana-1  | 2026-03-12T01:07:13.453834123Z logger=infra.lockservice t=2026-03-12T01:07:13.449449482Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=404.322188ms
grafana-1  | 2026-03-12T01:07:20.016145334Z logger=ngalert.scheduler t=2026-03-12T01:07:20.013501523Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:07:30.006981307Z logger=ngalert.scheduler t=2026-03-12T01:07:30.006783496Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:07:40.001893281Z logger=ngalert.scheduler t=2026-03-12T01:07:40.001750987Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:07:43.052540207Z logger=infra.lockservice t=2026-03-12T01:07:43.045020803Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:07:43.054393591Z logger=infra.lockservice t=2026-03-12T01:07:43.053899696Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:07:43.055048586Z logger=dashboard-service t=2026-03-12T01:07:43.054776081Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:07:43.055064949Z logger=dashboard-service t=2026-03-12T01:07:43.054833252Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:07:43.056005458Z logger=infra.kvstore.sql t=2026-03-12T01:07:43.055427446Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:07:43.056021423Z logger=dashboard-service t=2026-03-12T01:07:43.055487168Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:07:43.057321127Z logger=grafana-apiserver t=2026-03-12T01:07:43.056711335Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:07:43.065468459Z logger=grafana-apiserver t=2026-03-12T01:07:43.065181817Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:07:43.086007541Z logger=grafana-apiserver t=2026-03-12T01:07:43.085885357Z level=debug msg=Response status="200 OK" milliseconds=29
grafana-1  | 2026-03-12T01:07:43.086624445Z logger=grafana-apiserver t=2026-03-12T01:07:43.086072051Z level=debug msg=HTTP verb=LIST URI= latency=23.785799ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=e55d86bc-0ab1-414f-8e4b-b9a3895b7806 srcIP= resp=200
grafana-1  | 2026-03-12T01:07:43.087330831Z logger=dashboard-service t=2026-03-12T01:07:43.086975304Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:07:43.087343356Z logger=infra.lockservice t=2026-03-12T01:07:43.087160838Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=33.266032ms
grafana-1  | 2026-03-12T01:07:43.087347649Z logger=infra.lockservice t=2026-03-12T01:07:43.08727931Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=42.27546ms
grafana-1  | 2026-03-12T01:07:50.002348602Z logger=ngalert.scheduler t=2026-03-12T01:07:50.002237056Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:08:00.023670163Z logger=ngalert.scheduler t=2026-03-12T01:08:00.023290107Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:08:10.004988355Z logger=ngalert.scheduler t=2026-03-12T01:08:10.004784961Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:08:13.046713467Z logger=infra.lockservice t=2026-03-12T01:08:13.04540372Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:08:13.053771283Z logger=ssosettings.service t=2026-03-12T01:08:13.053102329Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:08:13.053796927Z logger=infra.lockservice t=2026-03-12T01:08:13.053116356Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:08:13.054331585Z logger=ssosettings.service t=2026-03-12T01:08:13.054153627Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:08:13.054390814Z logger=ssosettings.service t=2026-03-12T01:08:13.05433593Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:08:13.054456146Z logger=ssosettings.service t=2026-03-12T01:08:13.05440956Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:08:13.055599288Z logger=ssosettings.service t=2026-03-12T01:08:13.054573255Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:08:13.055620576Z logger=ssosettings.service t=2026-03-12T01:08:13.054633564Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:08:13.055658462Z logger=ssosettings.service t=2026-03-12T01:08:13.054802041Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:08:13.055663535Z logger=ssosettings.service t=2026-03-12T01:08:13.054959559Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:08:13.059562809Z logger=dashboard-service t=2026-03-12T01:08:13.055065475Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:08:13.059580030Z logger=dashboard-service t=2026-03-12T01:08:13.055101515Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:08:13.059594031Z logger=ssosettings.service t=2026-03-12T01:08:13.055220586Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:08:13.061626484Z logger=infra.kvstore.sql t=2026-03-12T01:08:13.058888825Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:08:13.061640004Z logger=dashboard-service t=2026-03-12T01:08:13.059238111Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:08:13.062104675Z logger=grafana-apiserver t=2026-03-12T01:08:13.061992084Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:08:13.065801700Z logger=grafana-apiserver t=2026-03-12T01:08:13.065669993Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:08:13.073912764Z logger=secrets t=2026-03-12T01:08:13.073182967Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:08:13.073967290Z logger=secrets t=2026-03-12T01:08:13.073239934Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:08:13.079495863Z logger=grafana-apiserver t=2026-03-12T01:08:13.079293382Z level=debug msg=Response status="200 OK" milliseconds=16
grafana-1  | 2026-03-12T01:08:13.079513707Z logger=grafana-apiserver t=2026-03-12T01:08:13.079307018Z level=debug msg=HTTP verb=LIST URI= latency=16.176611ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=f9f2881b-f12c-467a-bb1b-27dcb3bb5f68 srcIP= resp=200
grafana-1  | 2026-03-12T01:08:13.079944286Z logger=dashboard-service t=2026-03-12T01:08:13.079546352Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:08:13.079960435Z logger=infra.lockservice t=2026-03-12T01:08:13.079581889Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=26.469309ms
grafana-1  | 2026-03-12T01:08:13.079964750Z logger=infra.lockservice t=2026-03-12T01:08:13.079613247Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=34.246053ms
grafana-1  | 2026-03-12T01:08:13.170921857Z logger=ngalert.sender.router t=2026-03-12T01:08:13.17070952Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:08:13.170967041Z logger=ngalert.sender.router t=2026-03-12T01:08:13.170779065Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:08:13.216025410Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:08:13.215170668Z level=debug msg="Synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:08:13.221830962Z logger=ngalert.notifier component=alertmanager orgID=1 t=2026-03-12T01:08:13.221632804Z level=debug msg="Config hasn't changed, skipping configuration sync."
grafana-1  | 2026-03-12T01:08:13.224219357Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:08:13.224000612Z level=debug msg="Done synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:08:20.002302297Z logger=ngalert.scheduler t=2026-03-12T01:08:20.002011983Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:08:30.001136035Z logger=ngalert.scheduler t=2026-03-12T01:08:30.00093825Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:08:40.006016320Z logger=ngalert.scheduler t=2026-03-12T01:08:40.001428832Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:08:43.045115325Z logger=infra.lockservice t=2026-03-12T01:08:43.044726606Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:08:43.053772901Z logger=infra.lockservice t=2026-03-12T01:08:43.053638742Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:08:43.054296794Z logger=dashboard-service t=2026-03-12T01:08:43.054133145Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:08:43.054313610Z logger=dashboard-service t=2026-03-12T01:08:43.05417327Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:08:43.056310952Z logger=infra.kvstore.sql t=2026-03-12T01:08:43.05456918Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:08:43.056387098Z logger=dashboard-service t=2026-03-12T01:08:43.054611644Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:08:43.057279639Z logger=grafana-apiserver t=2026-03-12T01:08:43.057028791Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:08:43.059413157Z logger=grafana-apiserver t=2026-03-12T01:08:43.059271609Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:08:43.068065383Z logger=grafana-apiserver t=2026-03-12T01:08:43.067927971Z level=debug msg=HTTP verb=LIST URI= latency=9.368972ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=af57a285-90c0-4732-9853-816182001512 srcIP= resp=200
grafana-1  | 2026-03-12T01:08:43.069101863Z logger=grafana-apiserver t=2026-03-12T01:08:43.067960783Z level=debug msg=Response status="200 OK" milliseconds=10
grafana-1  | 2026-03-12T01:08:43.070066982Z logger=dashboard-service t=2026-03-12T01:08:43.069987084Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:08:43.070774545Z logger=infra.lockservice t=2026-03-12T01:08:43.070684429Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=17.050127ms
grafana-1  | 2026-03-12T01:08:43.070786898Z logger=infra.lockservice t=2026-03-12T01:08:43.070706953Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=25.994124ms
grafana-1  | 2026-03-12T01:08:50.004032907Z logger=ngalert.scheduler t=2026-03-12T01:08:50.002464256Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:09:00.001277282Z logger=ngalert.scheduler t=2026-03-12T01:09:00.00108047Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:09:10.003331435Z logger=ngalert.scheduler t=2026-03-12T01:09:10.003119367Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:09:13.044935989Z logger=infra.lockservice t=2026-03-12T01:09:13.044734939Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:09:13.053200615Z logger=infra.lockservice t=2026-03-12T01:09:13.053044718Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:09:13.053695152Z logger=ssosettings.service t=2026-03-12T01:09:13.053388309Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:09:13.054728487Z logger=dashboard-service t=2026-03-12T01:09:13.054567259Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:09:13.054745808Z logger=dashboard-service t=2026-03-12T01:09:13.054633893Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:09:13.055227107Z logger=infra.kvstore.sql t=2026-03-12T01:09:13.055006324Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:09:13.055240172Z logger=dashboard-service t=2026-03-12T01:09:13.055047837Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:09:13.055730899Z logger=ssosettings.service t=2026-03-12T01:09:13.055649507Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:09:13.056688076Z logger=ssosettings.service t=2026-03-12T01:09:13.056294491Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:09:13.056702029Z logger=ssosettings.service t=2026-03-12T01:09:13.056416297Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:09:13.056705848Z logger=ssosettings.service t=2026-03-12T01:09:13.056445043Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:09:13.056709019Z logger=ssosettings.service t=2026-03-12T01:09:13.056462641Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:09:13.056721302Z logger=ssosettings.service t=2026-03-12T01:09:13.056511117Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:09:13.056724470Z logger=ssosettings.service t=2026-03-12T01:09:13.056533887Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:09:13.056727653Z logger=ssosettings.service t=2026-03-12T01:09:13.056565469Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:09:13.057788318Z logger=grafana-apiserver t=2026-03-12T01:09:13.05766342Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:09:13.059296223Z logger=grafana-apiserver t=2026-03-12T01:09:13.059202259Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:09:13.069819929Z logger=grafana-apiserver t=2026-03-12T01:09:13.069604043Z level=debug msg=Response status="200 OK" milliseconds=11
grafana-1  | 2026-03-12T01:09:13.069887929Z logger=grafana-apiserver t=2026-03-12T01:09:13.069604047Z level=debug msg=HTTP verb=LIST URI= latency=10.625959ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=59b5ec55-2c58-409a-8885-e42494705785 srcIP= resp=200
grafana-1  | 2026-03-12T01:09:13.070322030Z logger=dashboard-service t=2026-03-12T01:09:13.070005858Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:09:13.070333245Z logger=infra.lockservice t=2026-03-12T01:09:13.070122082Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=17.082026ms
grafana-1  | 2026-03-12T01:09:13.070337261Z logger=infra.lockservice t=2026-03-12T01:09:13.070145375Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=25.42526ms
grafana-1  | 2026-03-12T01:09:13.073065143Z logger=secrets t=2026-03-12T01:09:13.07288888Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:09:13.073085265Z logger=secrets t=2026-03-12T01:09:13.072965048Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:09:13.171949190Z logger=ngalert.sender.router t=2026-03-12T01:09:13.171720589Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:09:13.172004050Z logger=ngalert.sender.router t=2026-03-12T01:09:13.171801085Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:09:13.224928648Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:09:13.224720056Z level=debug msg="Synchronizing Alertmanagers for orgs"
